Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Role_Tenure_Ratio,ManagerTenureRatio,Promotion_Tenure_Ratio,Log_TotalWorkingYears,Log_YearsAtCompany,Log_YearsSinceLastPromotion,Log_MonthlyIncome,Attrition
34,Travel_Rarely,829,HR,3,School,Human Resources,1,High,Male,88,High,Entry Level,Human Resources,Very High,Married,3737,2243,0,No,19,Good,High,80,1,4,1,Poor,3,0.5,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,8.226305988015508,No
34,Travel_Rarely,1130,R&D,3,Bachelors,Life Sciences,1,Very High,Female,66,High,Junior Level,Research Scientist,Medium,Divorced,5433,19332,1,No,12,Good,High,80,1,11,2,Good,11,0.667,0.75,0.583,2.4849066497880004,2.4849066497880004,2.0794415416798357,8.600430789986293,No
36,Non-Travel,301,Sales,15,Masters,Marketing,1,Very High,Male,88,Low,Junior Level,Sales Executive,Very High,Divorced,5406,10436,1,No,24,Excellent,Low,80,1,15,4,Average,15,0.75,0.688,0.688,2.772588722239781,2.772588722239781,2.4849066497880004,8.595449689382004,No
35,Travel_Rarely,1146,HR,26,Masters,Life Sciences,1,High,Female,31,High,Mid Level,Human Resources,Very High,Single,8837,16642,1,Yes,16,Good,High,80,0,9,2,Good,9,0.0,0.7,0.1,2.302585092994046,2.302585092994046,0.6931471805599453,9.086815885690685,No
35,Travel_Rarely,1276,R&D,16,Bachelors,Life Sciences,1,Very High,Male,72,High,Mid Level,Healthcare Representative,High,Married,7632,14295,4,Yes,12,Good,High,80,0,10,2,Good,8,0.778,0.0,0.0,2.3978952727983707,2.1972245773362196,0.0,8.94023623179847,No
40,Travel_Rarely,611,Sales,7,Masters,Medical,1,Medium,Male,88,High,Executive Level,Manager,Medium,Single,19833,4349,1,No,14,Good,Medium,80,0,21,3,Average,21,0.364,0.364,0.545,3.091042453358316,3.091042453358316,2.5649493574615367,9.89515291574607,No
24,Travel_Rarely,1353,Sales,3,School,Other,1,Low,Female,33,High,Junior Level,Sales Executive,High,Married,4999,17519,0,No,21,Excellent,Low,80,1,4,2,Average,3,0.5,0.5,0.0,1.6094379124341003,1.3862943611198906,0.0,8.517193191416238,No
53,Travel_Rarely,1376,Sales,2,School,Medical,1,High,Male,45,High,Senior Level,Manager,High,Divorced,14852,13938,6,No,13,Good,High,80,1,22,3,Excellent,17,0.722,0.111,0.833,3.1354942159291497,2.8903717578961645,2.772588722239781,9.605957144029533,No
32,Travel_Rarely,977,R&D,2,Bachelors,Medical,1,Very High,Male,45,High,Junior Level,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Good,High,80,2,10,4,Average,9,0.5,0.6,0.1,2.3978952727983707,2.302585092994046,0.6931471805599453,8.607216694063826,No
28,Travel_Frequently,289,R&D,2,School,Medical,1,High,Male,38,Medium,Entry Level,Laboratory Technician,Low,Single,2561,5355,7,No,11,Good,High,80,0,8,2,Average,0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,7.848543482456679,Yes
55,Travel_Rarely,1229,R&D,4,Masters,Life Sciences,1,Very High,Male,30,High,Junior Level,Healthcare Representative,High,Married,4035,16143,0,Yes,16,Good,Medium,80,0,4,2,Good,3,0.5,0.5,0.25,1.6094379124341003,1.3862943611198906,0.6931471805599453,8.3030093814735,No
30,Travel_Rarely,317,R&D,2,Bachelors,Life Sciences,1,High,Female,43,Low,Junior Level,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Excellent,High,80,0,11,2,Good,5,0.667,0.333,0.0,2.4849066497880004,1.791759469228055,0.0,8.714731714015052,No
26,Travel_Frequently,887,R&D,5,School,Medical,1,High,Female,88,Medium,Entry Level,Research Scientist,High,Married,2366,20898,1,Yes,14,Good,Low,80,1,8,2,Good,8,0.778,0.778,0.111,2.1972245773362196,2.1972245773362196,0.6931471805599453,7.769378609513984,Yes
23,Travel_Rarely,1243,R&D,6,Bachelors,Life Sciences,1,High,Male,63,Very High,Entry Level,Laboratory Technician,Low,Married,1601,3445,1,Yes,21,Excellent,High,80,2,1,2,Good,0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,7.379008127628304,Yes
51,Travel_Rarely,1169,R&D,7,Masters,Medical,1,Medium,Male,34,Medium,Junior Level,Manufacturing Director,High,Married,6132,13983,2,No,17,Good,High,80,0,10,2,Good,1,0.0,0.0,0.0,2.3978952727983707,0.6931471805599453,0.0,8.721439305625983,No
42,Travel_Rarely,932,R&D,1,School,Life Sciences,1,Very High,Female,43,Medium,Junior Level,Manufacturing Director,Very High,Married,6062,4051,9,Yes,13,Good,Very High,80,1,8,4,Good,4,0.6,0.4,0.0,2.1972245773362196,1.6094379124341003,0.0,8.70996000607173,No
35,Travel_Rarely,1343,R&D,27,Below School,Medical,1,High,Female,53,Medium,Entry Level,Research Scientist,Low,Single,2559,17852,1,No,11,Good,Very High,80,0,6,3,Average,6,0.714,0.143,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,7.847762537473608,No
35,Travel_Rarely,619,Sales,1,Bachelors,Marketing,1,Medium,Male,85,High,Junior Level,Sales Executive,High,Married,4717,18659,9,No,11,Good,High,80,0,15,2,Good,11,0.75,0.75,0.5,2.772588722239781,2.4849066497880004,1.9459101490553132,8.45914025996762,No
20,Travel_Rarely,1362,R&D,10,Below School,Medical,1,Very High,Male,32,High,Entry Level,Research Scientist,High,Single,1009,26999,1,Yes,11,Good,Very High,80,0,1,5,Good,1,0.0,0.5,0.5,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.917705609835305,Yes
28,Travel_Rarely,736,Sales,26,Bachelors,Life Sciences,1,High,Male,48,Medium,Junior Level,Sales Executive,Low,Married,4724,24232,1,No,11,Good,High,80,1,5,0,Good,5,0.5,0.667,0.0,1.791759469228055,1.791759469228055,0.0,8.460622839927844,No
29,Travel_Rarely,942,R&D,15,Below School,Life Sciences,1,Medium,Female,69,Low,Entry Level,Research Scientist,Very High,Married,2168,26933,0,Yes,18,Good,Low,80,1,6,2,Average,5,0.667,0.5,0.167,1.9459101490553132,1.791759469228055,0.6931471805599453,7.682021510826875,No
43,Travel_Rarely,982,R&D,12,Bachelors,Life Sciences,1,Low,Male,59,Medium,Senior Level,Research Director,Medium,Divorced,14336,4345,1,No,11,Good,High,80,1,25,3,Good,25,0.385,0.346,0.115,3.258096538021482,3.258096538021482,1.3862943611198906,9.570598887246268,No
40,Travel_Frequently,902,R&D,26,School,Medical,1,High,Female,92,Medium,Junior Level,Research Scientist,Very High,Married,4422,21203,3,Yes,13,Good,Very High,80,1,16,3,Poor,1,0.5,0.0,0.0,2.833213344056216,0.6931471805599453,0.0,8.394573477868327,No
29,Travel_Rarely,1401,R&D,6,Below School,Medical,1,Medium,Female,54,High,Entry Level,Laboratory Technician,Very High,Married,3131,26342,1,No,13,Good,Low,80,1,10,5,Good,10,0.727,0.727,0.0,2.3978952727983707,2.3978952727983707,0.0,8.049427057110695,No
46,Travel_Rarely,1319,Sales,3,Bachelors,Technical Degree,1,Low,Female,45,Very High,Senior Level,Sales Executive,Low,Divorced,13225,7739,2,No,12,Good,Very High,80,1,25,5,Good,19,0.85,0.4,0.1,3.258096538021482,2.995732273553991,1.0986122886681096,9.489939868234607,No
44,Travel_Frequently,429,R&D,1,School,Medical,1,High,Male,99,High,Entry Level,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,Good,High,80,3,6,2,Average,5,0.5,0.5,0.333,1.9459101490553132,1.791759469228055,1.0986122886681096,7.759187438507795,Yes
47,Travel_Rarely,359,R&D,2,Masters,Medical,1,Low,Female,82,High,Senior Level,Research Director,High,Married,17169,26703,3,No,19,Good,Medium,80,2,26,2,Excellent,20,0.81,0.286,0.238,3.295836866004329,3.044522437723423,1.791759469228055,9.75091895389152,No
32,Travel_Frequently,430,R&D,24,Masters,Life Sciences,1,Low,Male,80,High,Junior Level,Laboratory Technician,Very High,Married,5309,21146,1,No,15,Good,Very High,80,2,10,2,Good,10,0.727,0.636,0.364,2.3978952727983707,2.3978952727983707,1.6094379124341003,8.577347114235984,No
38,Travel_Rarely,362,R&D,1,Below School,Life Sciences,1,High,Female,43,High,Entry Level,Research Scientist,Low,Single,2619,14561,3,No,17,Good,Very High,80,0,8,3,Average,0,0.0,0.0,0.0,2.1972245773362196,0.0,0.0,7.8709295967551425,No
51,Travel_Rarely,770,HR,5,Bachelors,Life Sciences,1,High,Male,84,High,Senior Level,Manager,Medium,Divorced,14026,17588,1,Yes,11,Good,Medium,80,1,33,2,Good,33,0.265,0.294,0.0,3.5263605246161616,3.5263605246161616,0.0,9.54873932271967,No
58,Non-Travel,390,R&D,1,Masters,Life Sciences,1,Very High,Male,32,Low,Junior Level,Healthcare Representative,High,Divorced,5660,17056,2,Yes,13,Good,Very High,80,1,12,2,Good,5,0.5,0.333,0.167,2.5649493574615367,1.791759469228055,0.6931471805599453,8.64135583403666,No
35,Travel_Rarely,195,Sales,1,Bachelors,Medical,1,Low,Female,80,High,Junior Level,Sales Executive,High,Single,4859,6698,1,No,16,Good,Very High,80,0,5,3,Good,5,0.667,0.5,0.0,1.791759469228055,1.791759469228055,0.0,8.48879371689454,No
45,Travel_Rarely,1448,R&D,29,Bachelors,Technical Degree,1,Medium,Male,55,High,Mid Level,Manufacturing Director,Very High,Married,9380,14720,4,Yes,18,Good,Very High,80,2,10,4,Excellent,3,0.25,0.5,0.25,2.3978952727983707,1.3862943611198906,0.6931471805599453,9.14644164612595,No
56,Travel_Rarely,832,R&D,9,Bachelors,Medical,1,High,Male,81,High,Senior Level,Healthcare Representative,Very High,Married,11103,20420,7,No,11,Good,High,80,0,30,1,Average,10,0.636,0.091,0.091,3.4339872044851463,2.3978952727983707,0.6931471805599453,9.315060682746585,No
37,Travel_Rarely,124,R&D,3,Bachelors,Other,1,Very High,Female,35,High,Junior Level,Healthcare Representative,Medium,Single,4107,13848,3,No,15,Good,Low,80,0,8,3,Average,4,0.6,0.2,0.0,2.1972245773362196,1.6094379124341003,0.0,8.32069157104845,No
37,Travel_Frequently,1278,Sales,1,Masters,Medical,1,High,Male,31,Low,Junior Level,Sales Executive,Very High,Divorced,9525,7677,1,No,14,Good,High,80,2,6,2,Average,6,0.429,0.429,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,9.161780181360806,No
39,Travel_Rarely,903,Sales,2,PhD,Life Sciences,1,Low,Male,41,Very High,Mid Level,Sales Executive,High,Single,7880,2560,0,No,18,Good,Very High,80,0,9,3,Good,8,0.778,0.778,0.0,2.302585092994046,2.1972245773362196,0.0,8.97221007835365,No
35,Travel_Rarely,819,R&D,2,Bachelors,Life Sciences,1,High,Male,44,Medium,Mid Level,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,Good,Medium,80,1,15,2,Excellent,7,0.875,0.5,0.75,2.772588722239781,2.0794415416798357,1.9459101490553132,9.237469039364436,No
54,Travel_Rarely,1082,Sales,2,Masters,Life Sciences,1,High,Female,41,Medium,Mid Level,Sales Executive,High,Married,10686,8392,6,No,11,Good,Medium,80,1,13,4,Good,9,0.4,0.0,0.7,2.639057329615259,2.302585092994046,2.0794415416798357,9.276783328524896,No
32,Non-Travel,1109,R&D,29,Masters,Medical,1,Very High,Female,69,High,Entry Level,Laboratory Technician,High,Single,4025,11135,9,No,12,Good,Medium,80,0,10,2,Good,8,0.778,0.778,0.778,2.3978952727983707,2.1972245773362196,2.0794415416798357,8.300528606199737,No
48,Travel_Rarely,530,Sales,29,Below School,Medical,1,Low,Female,91,High,Mid Level,Manager,High,Married,12504,23978,3,No,21,Excellent,Medium,80,1,15,3,Poor,0,0.0,0.0,0.0,2.772588722239781,0.0,0.0,9.433883843311719,No
33,Travel_Frequently,827,R&D,1,Masters,Other,1,High,Female,84,Very High,Junior Level,Healthcare Representative,Medium,Married,5488,20161,1,Yes,13,Good,Low,80,1,6,2,Good,6,0.714,0.286,0.143,1.9459101490553132,1.9459101490553132,0.6931471805599453,8.610501368549889,No
31,Travel_Rarely,249,Sales,6,Masters,Life Sciences,1,Medium,Male,76,Low,Junior Level,Sales Executive,High,Married,6172,20739,4,Yes,18,Good,Medium,80,0,12,3,Average,7,0.875,0.875,0.875,2.5649493574615367,2.0794415416798357,2.0794415416798357,8.727940222393896,Yes
46,Travel_Rarely,526,Sales,1,School,Marketing,1,Medium,Female,92,High,Mid Level,Sales Executive,Low,Divorced,10453,2137,1,No,25,Excellent,High,80,3,24,2,Good,24,0.52,0.28,0.6,3.2188758248682006,3.2188758248682006,2.772588722239781,9.254739959272866,No
38,Travel_Rarely,688,R&D,23,Masters,Life Sciences,1,Very High,Male,82,High,Junior Level,Healthcare Representative,Very High,Divorced,5745,18899,9,No,14,Good,Medium,80,1,10,2,Good,2,0.667,0.667,0.333,2.3978952727983707,1.0986122886681096,0.6931471805599453,8.656259239539235,No
38,Travel_Rarely,1321,Sales,1,Masters,Life Sciences,1,Very High,Male,86,High,Junior Level,Sales Executive,Medium,Married,4440,7636,0,No,15,Good,Low,80,2,16,3,Good,15,0.812,0.5,0.312,2.833213344056216,2.772588722239781,1.791759469228055,8.398634855292102,No
43,Travel_Rarely,1179,Sales,2,Bachelors,Medical,1,Very High,Male,73,High,Junior Level,Sales Executive,Very High,Married,7847,6069,1,Yes,17,Good,Low,80,1,10,3,Good,10,0.818,0.727,0.727,2.3978952727983707,2.3978952727983707,2.1972245773362196,8.9680140012452,No
37,Travel_Frequently,889,R&D,9,Bachelors,Medical,1,Medium,Male,53,High,Entry Level,Research Scientist,Very High,Married,2326,11411,1,Yes,12,Good,High,80,3,4,3,Average,4,0.4,0.4,0.2,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.752335163302292,No
39,Travel_Rarely,1162,Sales,3,School,Medical,1,Very High,Female,41,High,Junior Level,Sales Executive,High,Married,5238,17778,4,Yes,18,Good,Low,80,0,12,3,Average,1,0.0,0.0,0.0,2.5649493574615367,0.6931471805599453,0.0,8.56388591940822,Yes
28,Travel_Rarely,1169,HR,8,School,Medical,1,Medium,Male,63,Medium,Entry Level,Human Resources,Very High,Divorced,4936,23965,1,No,13,Good,Very High,80,1,6,6,Good,5,0.167,0.667,0.0,1.9459101490553132,1.791759469228055,0.0,8.504513138258863,No
35,Travel_Frequently,1199,R&D,18,Masters,Life Sciences,1,High,Male,80,High,Junior Level,Healthcare Representative,High,Married,5689,24594,1,Yes,14,Good,Very High,80,2,10,2,Excellent,10,0.182,0.182,0.0,2.3978952727983707,2.3978952727983707,0.0,8.646465527120377,No
30,Travel_Rarely,288,R&D,2,Bachelors,Life Sciences,1,High,Male,99,Medium,Junior Level,Healthcare Representative,Very High,Married,4152,15830,1,No,19,Good,Low,80,3,11,3,Good,11,0.833,0.667,0.833,2.4849066497880004,2.4849066497880004,2.3978952727983707,8.331586243630754,No
39,Travel_Rarely,412,R&D,13,Masters,Medical,1,High,Female,94,Medium,Senior Level,Manager,Medium,Divorced,17123,17334,6,Yes,13,Good,Very High,80,2,21,4,Good,19,0.45,0.1,0.75,3.091042453358316,2.995732273553991,2.772588722239781,9.748236267264836,No
43,Travel_Rarely,823,R&D,6,Bachelors,Medical,1,Low,Female,81,Medium,Executive Level,Manager,High,Married,19392,22539,7,No,13,Good,Very High,80,0,21,2,Good,16,0.706,0.824,0.353,3.091042453358316,2.833213344056216,1.9459101490553132,9.872667455196241,No
27,Travel_Rarely,975,R&D,7,Bachelors,Medical,1,Very High,Female,55,Medium,Junior Level,Healthcare Representative,Low,Single,6811,23398,8,No,19,Good,Low,80,0,9,2,Poor,7,0.75,0.875,0.0,2.302585092994046,2.0794415416798357,0.0,8.826441041782578,No
42,Travel_Rarely,462,Sales,14,School,Medical,1,High,Female,68,Medium,Junior Level,Sales Executive,High,Single,6244,7824,7,No,17,Good,Low,80,0,10,6,Good,5,0.667,0.5,0.0,2.3978952727983707,1.791759469228055,0.0,8.739536422559677,No
31,Travel_Rarely,471,R&D,4,Bachelors,Medical,1,Low,Female,62,Very High,Entry Level,Laboratory Technician,High,Divorced,3978,16031,8,No,12,Good,Medium,80,1,4,0,Average,2,0.667,0.667,0.667,1.6094379124341003,1.0986122886681096,1.0986122886681096,8.288785810426928,No
39,Travel_Rarely,1122,R&D,6,Bachelors,Medical,1,Very High,Male,70,High,Entry Level,Laboratory Technician,Low,Married,2404,4303,7,Yes,21,Excellent,Very High,80,0,8,2,Poor,2,0.667,0.667,0.667,2.1972245773362196,1.0986122886681096,1.0986122886681096,7.785305182539862,Yes
29,Travel_Rarely,694,R&D,1,Bachelors,Life Sciences,1,Very High,Female,87,Medium,Senior Level,Research Director,Very High,Divorced,16124,3423,3,No,14,Good,Medium,80,2,9,2,Average,7,0.875,0.875,0.125,2.302585092994046,2.0794415416798357,0.6931471805599453,9.688126141663973,No
49,Travel_Frequently,636,R&D,10,Masters,Life Sciences,1,High,Female,35,High,Executive Level,Research Director,Low,Single,18665,25594,9,Yes,11,Good,Very High,80,0,22,4,Good,3,0.5,0.5,0.25,3.1354942159291497,1.3862943611198906,0.6931471805599453,9.834458966125691,No
38,Travel_Rarely,1404,Sales,1,Bachelors,Life Sciences,1,Low,Male,59,Medium,Entry Level,Sales Representative,Low,Single,2858,11473,4,No,14,Good,Low,80,0,20,3,Average,1,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,7.958227192322312,No
35,Travel_Rarely,1395,R&D,9,Masters,Medical,1,Medium,Male,48,High,Junior Level,Research Scientist,High,Single,5098,18698,1,No,19,Good,Medium,80,0,10,5,Good,10,0.636,0.727,0.0,2.3978952727983707,2.3978952727983707,0.0,8.536799721055155,No
42,Travel_Rarely,810,R&D,23,PhD,Life Sciences,1,Low,Female,44,High,Senior Level,Research Director,Very High,Single,15992,15901,2,No,14,Good,Medium,80,0,16,2,Good,1,0.0,0.0,0.0,2.833213344056216,0.6931471805599453,0.0,9.67990640549087,No
31,Travel_Frequently,561,R&D,3,Bachelors,Life Sciences,1,Very High,Female,33,High,Entry Level,Research Scientist,High,Single,4084,4156,1,No,12,Good,Low,80,0,7,2,Poor,7,0.25,0.875,0.875,2.0794415416798357,2.0794415416798357,2.0794415416798357,8.315077007294104,Yes
34,Travel_Rarely,1239,Sales,13,Masters,Medical,1,Very High,Male,39,High,Mid Level,Sales Executive,High,Divorced,8628,22914,1,No,18,Good,High,80,1,9,2,Average,8,0.778,0.111,0.111,2.302585092994046,2.1972245773362196,0.6931471805599453,9.062883902508307,No
36,Travel_Rarely,1425,R&D,14,Below School,Life Sciences,1,High,Male,68,High,Junior Level,Healthcare Representative,Very High,Married,6586,4821,0,Yes,17,Good,Low,80,1,17,2,Average,16,0.471,0.647,0.235,2.8903717578961645,2.833213344056216,1.6094379124341003,8.792853288640693,No
27,Travel_Frequently,829,Sales,8,Below School,Marketing,1,High,Male,84,High,Junior Level,Sales Executive,Very High,Married,4342,24008,0,No,19,Good,Medium,80,1,5,3,Good,4,0.4,0.2,0.2,1.791759469228055,1.6094379124341003,0.6931471805599453,8.376320632534823,No
40,Non-Travel,1094,Sales,28,Bachelors,Other,1,High,Male,58,Low,Mid Level,Sales Executive,Low,Divorced,10932,11373,3,No,15,Good,High,80,1,20,2,Good,1,0.0,0.5,0.0,3.044522437723423,0.6931471805599453,0.0,9.299541017434485,No
34,Travel_Rarely,971,Sales,1,Bachelors,Technical Degree,1,Very High,Male,64,Medium,Mid Level,Sales Executive,High,Married,7083,12288,1,Yes,14,Good,Very High,80,0,10,3,Good,10,0.818,0.545,0.727,2.3978952727983707,2.3978952727983707,2.1972245773362196,8.865593998902725,No
43,Travel_Rarely,1001,R&D,7,Bachelors,Life Sciences,1,High,Female,43,High,Mid Level,Healthcare Representative,Low,Married,9985,9262,8,No,16,Good,Low,80,1,10,1,Average,1,0.0,0.0,0.0,2.3978952727983707,0.6931471805599453,0.0,9.208939391060554,No
31,Travel_Rarely,326,Sales,8,School,Life Sciences,1,Low,Male,31,High,Mid Level,Sales Executive,Very High,Divorced,10793,8386,1,No,18,Good,Low,80,1,13,5,Good,13,0.5,0.643,0.643,2.639057329615259,2.639057329615259,2.302585092994046,9.286745703178589,No
41,Travel_Rarely,642,R&D,1,Bachelors,Life Sciences,1,Very High,Male,76,High,Entry Level,Research Scientist,Very High,Married,2782,21412,3,No,22,Excellent,Low,80,1,12,3,Good,5,0.5,0.0,0.167,2.5649493574615367,1.791759469228055,0.6931471805599453,7.931284761525891,No
31,Travel_Frequently,1125,R&D,1,Bachelors,Life Sciences,1,Very High,Male,48,Low,Junior Level,Research Scientist,Low,Married,5003,5771,1,No,21,Excellent,Medium,80,0,10,6,Good,10,0.727,0.636,0.727,2.3978952727983707,2.3978952727983707,2.1972245773362196,8.517992871586802,No
45,Travel_Frequently,1297,R&D,1,Masters,Medical,1,Medium,Male,44,High,Junior Level,Healthcare Representative,High,Single,5399,14511,4,No,12,Good,High,80,0,12,3,Good,4,0.4,0.6,0.0,2.5649493574615367,1.6094379124341003,0.0,8.594154232552366,No
33,Travel_Frequently,508,Sales,10,Bachelors,Marketing,1,Medium,Male,46,Medium,Junior Level,Sales Executive,Very High,Single,4682,4317,3,No,14,Good,High,80,0,9,6,Average,7,0.875,0.125,0.0,2.302585092994046,2.0794415416798357,0.0,8.451694209183541,No
27,Travel_Rarely,1220,R&D,5,Bachelors,Life Sciences,1,High,Female,85,High,Entry Level,Research Scientist,Medium,Single,2478,20938,1,Yes,12,Good,Medium,80,0,4,2,Average,4,0.6,0.4,0.2,1.6094379124341003,1.6094379124341003,0.6931471805599453,7.8156105320351905,No
36,Travel_Frequently,884,R&D,23,School,Medical,1,High,Male,41,Very High,Junior Level,Laboratory Technician,Very High,Married,2571,12290,4,No,17,Good,High,80,1,17,3,Good,5,0.333,0.5,0.0,2.8903717578961645,1.791759469228055,0.0,7.85243908535751,No
33,Travel_Rarely,267,R&D,21,Bachelors,Medical,1,Medium,Male,79,Very High,Entry Level,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Good,Very High,80,3,14,6,Good,14,0.733,0.867,0.133,2.70805020110221,2.70805020110221,1.0986122886681096,7.615298339825815,No
31,Travel_Rarely,670,R&D,26,Below School,Life Sciences,1,Low,Male,31,High,Entry Level,Research Scientist,High,Divorced,2911,15170,1,No,17,Good,Very High,80,1,5,1,Average,5,0.333,0.5,0.667,1.791759469228055,1.791759469228055,1.6094379124341003,7.976595409316577,No
19,Travel_Frequently,602,Sales,1,Below School,Technical Degree,1,High,Female,100,Low,Entry Level,Sales Representative,Low,Single,2325,20989,0,No,21,Excellent,Low,80,0,1,5,Excellent,0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,7.75190533307861,Yes
32,Travel_Frequently,1311,R&D,7,Bachelors,Life Sciences,1,Medium,Male,100,Very High,Entry Level,Laboratory Technician,Medium,Married,2794,26062,1,No,20,Excellent,High,80,0,5,3,Poor,5,0.167,0.5,0.0,1.791759469228055,1.791759469228055,0.0,7.9355873855892,No
